programa,rango_ingreso,graduados,porcentaje
ESPECIALIZACION EN AUDITORIA DE SERVICIOS DE SALUD,Entre 6 y 9 SMMLV,84,10.19
ESPECIALIZACION EN AUDITORIA DE SERVICIOS DE SALUD,1 SMMLV,26,3.16
ESPECIALIZACION EN AUDITORIA DE SERVICIOS DE SALUD,Más de 9 SMMLV,25,3.03
ESPECIALIZACION EN AUDITORIA DE SISTEMAS,Entre 4 y 6 SMMLV,201,27.46
ESPECIALIZACION EN AUDITORIA DE SISTEMAS,Entre 6 y 9 SMMLV,189,25.82
ESPECIALIZACION EN AUDITORIA DE SISTEMAS,"Entre 2,5 y 4 SMMLV",148,20.22
ESPECIALIZACION EN AUDITORIA DE SISTEMAS,Más de 9 SMMLV,79,10.79
ESPECIALIZACION EN AUDITORIA DE SISTEMAS,"Entre 1,5 y 2,5 SMMLV",63,8.61
ESPECIALIZACION EN AUDITORIA DE SISTEMAS,"Entre 1 y 1,5 SMMLV",33,4.51
ESPECIALIZACION EN AUDITORIA DE SISTEMAS,1 SMMLV,19,2.6
ESPECIALIZACION EN AUDITORIA DE SISTEMAS DE INFORMACION,Entre 6 y 9 SMMLV,120,35.71
ESPECIALIZACION EN AUDITORIA DE SISTEMAS DE INFORMACION,Entre 4 y 6 SMMLV,96,28.57
ESPECIALIZACION EN AUDITORIA DE SISTEMAS DE INFORMACION,"Entre 2,5 y 4 SMMLV",53,15.77
ESPECIALIZACION EN AUDITORIA DE SISTEMAS DE INFORMACION,Más de 9 SMMLV,48,14.29
ESPECIALIZACION EN AUDITORIA DE SISTEMAS DE INFORMACION,"Entre 1,5 y 2,5 SMMLV",10,2.98
ESPECIALIZACION EN AUDITORIA DE SISTEMAS DE INFORMACION,"Entre 1 y 1,5 SMMLV",6,1.79
ESPECIALIZACION EN AUDITORIA DE SISTEMAS DE INFORMACION,1 SMMLV,3,0.89
ESPECIALIZACION EN AUDITORIA EN GERENCIA DE SERVICIOS DE SALUD,"Entre 2,5 y 4 SMMLV",23,29.49
ESPECIALIZACION EN AUDITORIA EN GERENCIA DE SERVICIOS DE SALUD,Entre 6 y 9 SMMLV,18,23.08
ESPECIALIZACION EN AUDITORIA EN GERENCIA DE SERVICIOS DE SALUD,Entre 4 y 6 SMMLV,17,21.79
ESPECIALIZACION EN AUDITORIA EN GERENCIA DE SERVICIOS DE SALUD,Más de 9 SMMLV,9,11.54
ESPECIALIZACION EN AUDITORIA EN GERENCIA DE SERVICIOS DE SALUD,"Entre 1 y 1,5 SMMLV",6,7.69
ESPECIALIZACION EN AUDITORIA EN GERENCIA DE SERVICIOS DE SALUD,"Entre 1,5 y 2,5 SMMLV",5,6.41
ESPECIALIZACION EN AUDITORIA EN SALUD,"Entre 2,5 y 4 SMMLV",1931,35.68
ESPECIALIZACION EN AUDITORIA EN SALUD,Entre 4 y 6 SMMLV,1416,26.16
ESPECIALIZACION EN AUDITORIA EN SALUD,Entre 6 y 9 SMMLV,731,13.51
ESPECIALIZACION EN AUDITORIA EN SALUD,"Entre 1,5 y 2,5 SMMLV",660,12.2
ESPECIALIZACION EN AUDITORIA EN SALUD,"Entre 1 y 1,5 SMMLV",313,5.78
ESPECIALIZACION EN AUDITORIA EN SALUD,Más de 9 SMMLV,252,4.66
ESPECIALIZACION EN AUDITORIA EN SALUD,1 SMMLV,109,2.01
ESPECIALIZACION EN AUDITORIA EN SERVICIOS DE SALUD,Entre 6 y 9 SMMLV,8,34.78
ESPECIALIZACION EN AUDITORIA EN SERVICIOS DE SALUD,Entre 4 y 6 SMMLV,7,30.43
ESPECIALIZACION EN AUDITORIA EN SERVICIOS DE SALUD,"Entre 2,5 y 4 SMMLV",4,17.39
ESPECIALIZACION EN AUDITORIA EN SERVICIOS DE SALUD,"Entre 1,5 y 2,5 SMMLV",2,8.7
ESPECIALIZACION EN AUDITORIA EN SERVICIOS DE SALUD,"Entre 1 y 1,5 SMMLV",1,4.35
ESPECIALIZACION EN AUDITORIA EN SERVICIOS DE SALUD,Más de 9 SMMLV,1,4.35
ESPECIALIZACION EN AUDITORIA FINANCIERA,"Entre 2,5 y 4 SMMLV",21,35.59
ESPECIALIZACION EN AUDITORIA FINANCIERA,Entre 4 y 6 SMMLV,13,22.03
ESPECIALIZACION EN AUDITORIA FINANCIERA,Entre 6 y 9 SMMLV,9,15.25
ESPECIALIZACION EN AUDITORIA FINANCIERA,"Entre 1 y 1,5 SMMLV",6,10.17
ESPECIALIZACION EN AUDITORIA FINANCIERA,1 SMMLV,4,6.78
ESPECIALIZACION EN AUDITORIA FINANCIERA,"Entre 1,5 y 2,5 SMMLV",3,5.08
ESPECIALIZACION EN AUDITORIA FINANCIERA,Más de 9 SMMLV,3,5.08
ESPECIALIZACION EN AUDITORIA FORENSE,Entre 4 y 6 SMMLV,185,29.7
ESPECIALIZACION EN AUDITORIA FORENSE,Entre 6 y 9 SMMLV,160,25.68
ESPECIALIZACION EN AUDITORIA FORENSE,"Entre 2,5 y 4 SMMLV",108,17.34
ESPECIALIZACION EN AUDITORIA FORENSE,Más de 9 SMMLV,93,14.93
ESPECIALIZACION EN AUDITORIA FORENSE,"Entre 1,5 y 2,5 SMMLV",40,6.42
ESPECIALIZACION EN AUDITORIA FORENSE,"Entre 1 y 1,5 SMMLV",31,4.98
ESPECIALIZACION EN AUDITORIA FORENSE,1 SMMLV,6,0.96
ESPECIALIZACION EN AUDITORIA INTEGRAL,"Entre 2,5 y 4 SMMLV",21,30.0
ESPECIALIZACION EN AUDITORIA INTEGRAL,Entre 4 y 6 SMMLV,20,28.57
ESPECIALIZACION EN AUDITORIA INTEGRAL,Entre 6 y 9 SMMLV,10,14.29
ESPECIALIZACION EN AUDITORIA INTEGRAL,"Entre 1,5 y 2,5 SMMLV",8,11.43
ESPECIALIZACION EN AUDITORIA INTEGRAL,"Entre 1 y 1,5 SMMLV",5,7.14
ESPECIALIZACION EN AUDITORIA INTEGRAL,Más de 9 SMMLV,5,7.14
ESPECIALIZACION EN AUDITORIA INTEGRAL,1 SMMLV,1,1.43
ESPECIALIZACION EN AUDITORIA INTEGRAL Y REVISORIA FISCAL,"Entre 2,5 y 4 SMMLV",12,54.55
ESPECIALIZACION EN AUDITORIA INTEGRAL Y REVISORIA FISCAL,"Entre 1 y 1,5 SMMLV",2,9.09
ESPECIALIZACION EN AUDITORIA INTEGRAL Y REVISORIA FISCAL,"Entre 1,5 y 2,5 SMMLV",2,9.09
ESPECIALIZACION EN AUDITORIA INTEGRAL Y REVISORIA FISCAL,Entre 4 y 6 SMMLV,2,9.09
ESPECIALIZACION EN AUDITORIA INTEGRAL Y REVISORIA FISCAL,Entre 6 y 9 SMMLV,2,9.09
ESPECIALIZACION EN AUDITORIA INTEGRAL Y REVISORIA FISCAL,1 SMMLV,1,4.55
ESPECIALIZACION EN AUDITORIA INTEGRAL Y REVISORIA FISCAL,Más de 9 SMMLV,1,4.55
ESPECIALIZACION EN AUDITORIA INTERNA Y REVISORIA FISCAL,"Entre 2,5 y 4 SMMLV",6,37.5
ESPECIALIZACION EN AUDITORIA INTERNA Y REVISORIA FISCAL,Entre 4 y 6 SMMLV,4,25.0
ESPECIALIZACION EN AUDITORIA INTERNA Y REVISORIA FISCAL,Entre 6 y 9 SMMLV,2,12.5
ESPECIALIZACION EN AUDITORIA INTERNA Y REVISORIA FISCAL,Más de 9 SMMLV,2,12.5
ESPECIALIZACION EN AUDITORIA INTERNA Y REVISORIA FISCAL,"Entre 1 y 1,5 SMMLV",1,6.25
ESPECIALIZACION EN AUDITORIA INTERNA Y REVISORIA FISCAL,"Entre 1,5 y 2,5 SMMLV",1,6.25
ESPECIALIZACION EN AUDITORIA INTERNACIONAL Y ASEGURAMIENTO DE INFORMACION,Entre 4 y 6 SMMLV,30,30.93
ESPECIALIZACION EN AUDITORIA INTERNACIONAL Y ASEGURAMIENTO DE INFORMACION,"Entre 2,5 y 4 SMMLV",24,24.74
ESPECIALIZACION EN AUDITORIA INTERNACIONAL Y ASEGURAMIENTO DE INFORMACION,"Entre 1,5 y 2,5 SMMLV",16,16.49
ESPECIALIZACION EN AUDITORIA INTERNACIONAL Y ASEGURAMIENTO DE INFORMACION,Entre 6 y 9 SMMLV,15,15.46
ESPECIALIZACION EN AUDITORIA INTERNACIONAL Y ASEGURAMIENTO DE INFORMACION,"Entre 1 y 1,5 SMMLV",8,8.25
ESPECIALIZACION EN AUDITORIA INTERNACIONAL Y ASEGURAMIENTO DE INFORMACION,1 SMMLV,2,2.06
ESPECIALIZACION EN AUDITORIA INTERNACIONAL Y ASEGURAMIENTO DE INFORMACION,Más de 9 SMMLV,2,2.06
ESPECIALIZACION EN AUDITORIA TRIBUTARIA,Entre 6 y 9 SMMLV,14,25.45
ESPECIALIZACION EN AUDITORIA TRIBUTARIA,Más de 9 SMMLV,14,25.45
ESPECIALIZACION EN AUDITORIA TRIBUTARIA,Entre 4 y 6 SMMLV,12,21.82
ESPECIALIZACION EN AUDITORIA TRIBUTARIA,"Entre 2,5 y 4 SMMLV",10,18.18
ESPECIALIZACION EN AUDITORIA TRIBUTARIA,"Entre 1 y 1,5 SMMLV",3,5.45
ESPECIALIZACION EN AUDITORIA TRIBUTARIA,"Entre 1,5 y 2,5 SMMLV",2,3.64
ESPECIALIZACION EN AUDITORIA Y ADMINISTRACION DE LA INFORMACION TRIBUTARIA,"Entre 2,5 y 4 SMMLV",46,29.87
ESPECIALIZACION EN AUDITORIA Y ADMINISTRACION DE LA INFORMACION TRIBUTARIA,Entre 4 y 6 SMMLV,41,26.62
ESPECIALIZACION EN AUDITORIA Y ADMINISTRACION DE LA INFORMACION TRIBUTARIA,Entre 6 y 9 SMMLV,23,14.94
ESPECIALIZACION EN AUDITORIA Y ADMINISTRACION DE LA INFORMACION TRIBUTARIA,"Entre 1,5 y 2,5 SMMLV",22,14.29
ESPECIALIZACION EN AUDITORIA Y ADMINISTRACION DE LA INFORMACION TRIBUTARIA,"Entre 1 y 1,5 SMMLV",11,7.14
ESPECIALIZACION EN AUDITORIA Y ADMINISTRACION DE LA INFORMACION TRIBUTARIA,Más de 9 SMMLV,9,5.84
ESPECIALIZACION EN AUDITORIA Y ADMINISTRACION DE LA INFORMACION TRIBUTARIA,1 SMMLV,2,1.3
ESPECIALIZACION EN AUDITORIA Y ASEGURAMIENTO DE LA INFORMACION,"Entre 1,5 y 2,5 SMMLV",6,35.29
ESPECIALIZACION EN AUDITORIA Y ASEGURAMIENTO DE LA INFORMACION,"Entre 2,5 y 4 SMMLV",4,23.53
ESPECIALIZACION EN AUDITORIA Y ASEGURAMIENTO DE LA INFORMACION,"Entre 1 y 1,5 SMMLV",3,17.65
ESPECIALIZACION EN AUDITORIA Y ASEGURAMIENTO DE LA INFORMACION,Entre 4 y 6 SMMLV,3,17.65
ESPECIALIZACION EN AUDITORIA Y ASEGURAMIENTO DE LA INFORMACION,1 SMMLV,1,5.88
ESPECIALIZACION EN AUDITORIA Y CONTROL,"Entre 2,5 y 4 SMMLV",116,31.35
ESPECIALIZACION EN AUDITORIA Y CONTROL,Entre 4 y 6 SMMLV,108,29.19
ESPECIALIZACION EN AUDITORIA Y CONTROL,Entre 6 y 9 SMMLV,53,14.32
ESPECIALIZACION EN AUDITORIA Y CONTROL,"Entre 1,5 y 2,5 SMMLV",49,13.24
ESPECIALIZACION EN AUDITORIA Y CONTROL,Más de 9 SMMLV,23,6.22
ESPECIALIZACION EN AUDITORIA Y CONTROL,"Entre 1 y 1,5 SMMLV",16,4.32
ESPECIALIZACION EN AUDITORIA Y CONTROL,1 SMMLV,5,1.35
ESPECIALIZACION EN AUDITORIA Y CONTROL DE GESTION,Entre 4 y 6 SMMLV,44,33.59
ESPECIALIZACION EN AUDITORIA Y CONTROL DE GESTION,"Entre 2,5 y 4 SMMLV",42,32.06
ESPECIALIZACION EN AUDITORIA Y CONTROL DE GESTION,Entre 6 y 9 SMMLV,18,13.74
ESPECIALIZACION EN AUDITORIA Y CONTROL DE GESTION,"Entre 1,5 y 2,5 SMMLV",11,8.4
ESPECIALIZACION EN AUDITORIA Y CONTROL DE GESTION,Más de 9 SMMLV,10,7.63
ESPECIALIZACION EN AUDITORIA Y CONTROL DE GESTION,1 SMMLV,3,2.29
ESPECIALIZACION EN AUDITORIA Y CONTROL DE GESTION,"Entre 1 y 1,5 SMMLV",3,2.29
ESPECIALIZACION EN AUDITORIA Y CONTROL FISCAL,"Entre 2,5 y 4 SMMLV",33,33.33
ESPECIALIZACION EN AUDITORIA Y CONTROL FISCAL,Entre 4 y 6 SMMLV,19,19.19
ESPECIALIZACION EN AUDITORIA Y CONTROL FISCAL,Entre 6 y 9 SMMLV,15,15.15
ESPECIALIZACION EN AUDITORIA Y CONTROL FISCAL,"Entre 1,5 y 2,5 SMMLV",13,13.13
ESPECIALIZACION EN AUDITORIA Y CONTROL FISCAL,"Entre 1 y 1,5 SMMLV",8,8.08
ESPECIALIZACION EN AUDITORIA Y CONTROL FISCAL,1 SMMLV,7,7.07
ESPECIALIZACION EN AUDITORIA Y CONTROL FISCAL,Más de 9 SMMLV,4,4.04
ESPECIALIZACION EN AUDITORIA Y ESTUDIOS DE IMPACTO AMBIENTAL,Más de 9 SMMLV,12,21.82
ESPECIALIZACION EN AUDITORIA Y ESTUDIOS DE IMPACTO AMBIENTAL,"Entre 2,5 y 4 SMMLV",11,20.0
ESPECIALIZACION EN AUDITORIA Y ESTUDIOS DE IMPACTO AMBIENTAL,Entre 4 y 6 SMMLV,10,18.18
ESPECIALIZACION EN AUDITORIA Y ESTUDIOS DE IMPACTO AMBIENTAL,Entre 6 y 9 SMMLV,9,16.36
ESPECIALIZACION EN AUDITORIA Y ESTUDIOS DE IMPACTO AMBIENTAL,"Entre 1 y 1,5 SMMLV",6,10.91
ESPECIALIZACION EN AUDITORIA Y ESTUDIOS DE IMPACTO AMBIENTAL,"Entre 1,5 y 2,5 SMMLV",5,9.09
ESPECIALIZACION EN AUDITORIA Y ESTUDIOS DE IMPACTO AMBIENTAL,1 SMMLV,2,3.64
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD,Entre 4 y 6 SMMLV,194,31.14
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD,"Entre 2,5 y 4 SMMLV",190,30.5
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD,Entre 6 y 9 SMMLV,111,17.82
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD,"Entre 1,5 y 2,5 SMMLV",42,6.74
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD,Más de 9 SMMLV,41,6.58
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD,"Entre 1 y 1,5 SMMLV",31,4.98
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD,1 SMMLV,14,2.25
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA,"Entre 2,5 y 4 SMMLV",121,40.47
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA,Entre 4 y 6 SMMLV,59,19.73
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA,"Entre 1 y 1,5 SMMLV",54,18.06
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA,"Entre 1,5 y 2,5 SMMLV",38,12.71
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA,Entre 6 y 9 SMMLV,14,4.68
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA,1 SMMLV,12,4.01
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE CALIDAD EN SALUD CON ENFASIS EN EPIDEMIOLOGIA,Más de 9 SMMLV,1,0.33
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE LA CALIDAD EN SALUD,"Entre 2,5 y 4 SMMLV",201,40.52
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE LA CALIDAD EN SALUD,Entre 4 y 6 SMMLV,104,20.97
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE LA CALIDAD EN SALUD,"Entre 1,5 y 2,5 SMMLV",78,15.73
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE LA CALIDAD EN SALUD,"Entre 1 y 1,5 SMMLV",37,7.46
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE LA CALIDAD EN SALUD,Entre 6 y 9 SMMLV,37,7.46
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE LA CALIDAD EN SALUD,Más de 9 SMMLV,31,6.25
ESPECIALIZACION EN AUDITORIA Y GARANTIA DE LA CALIDAD EN SALUD,1 SMMLV,8,1.61
ESPECIALIZACION EN AUDITORIA Y REVISORIA FISCAL,"Entre 2,5 y 4 SMMLV",14,32.56
ESPECIALIZACION EN AUDITORIA Y REVISORIA FISCAL,Entre 6 y 9 SMMLV,9,20.93
ESPECIALIZACION EN AUDITORIA Y REVISORIA FISCAL,Entre 4 y 6 SMMLV,6,13.95
ESPECIALIZACION EN AUDITORIA Y REVISORIA FISCAL,Más de 9 SMMLV,6,13.95
ESPECIALIZACION EN AUDITORIA Y REVISORIA FISCAL,"Entre 1 y 1,5 SMMLV",5,11.63
ESPECIALIZACION EN AUDITORIA Y REVISORIA FISCAL,1 SMMLV,2,4.65
ESPECIALIZACION EN AUDITORIA Y REVISORIA FISCAL,"Entre 1,5 y 2,5 SMMLV",1,2.33
ESPECIALIZACION EN AUTOMATICA,Más de 9 SMMLV,24,33.33
ESPECIALIZACION EN AUTOMATICA,Entre 6 y 9 SMMLV,18,25.0
ESPECIALIZACION EN AUTOMATICA,Entre 4 y 6 SMMLV,13,18.06
ESPECIALIZACION EN AUTOMATICA,"Entre 2,5 y 4 SMMLV",11,15.28
ESPECIALIZACION EN AUTOMATICA,"Entre 1 y 1,5 SMMLV",4,5.56
ESPECIALIZACION EN AUTOMATICA,"Entre 1,5 y 2,5 SMMLV",2,2.78
ESPECIALIZACION EN AUTOMATICA E INFORMATICA INDUSTRIAL,Más de 9 SMMLV,4,57.14
ESPECIALIZACION EN AUTOMATICA E INFORMATICA INDUSTRIAL,"Entre 2,5 y 4 SMMLV",2,28.57
ESPECIALIZACION EN AUTOMATICA E INFORMATICA INDUSTRIAL,Entre 6 y 9 SMMLV,1,14.29
ESPECIALIZACION EN AUTOMATIZACION DE EQUIPOS Y PROCESOS INDUSTRIALES,Entre 6 y 9 SMMLV,23,30.67
ESPECIALIZACION EN AUTOMATIZACION DE EQUIPOS Y PROCESOS INDUSTRIALES,"Entre 2,5 y 4 SMMLV",16,21.33
ESPECIALIZACION EN AUTOMATIZACION DE EQUIPOS Y PROCESOS INDUSTRIALES,Entre 4 y 6 SMMLV,13,17.33
ESPECIALIZACION EN AUTOMATIZACION DE EQUIPOS Y PROCESOS INDUSTRIALES,"Entre 1 y 1,5 SMMLV",9,12.0
ESPECIALIZACION EN AUTOMATIZACION DE EQUIPOS Y PROCESOS INDUSTRIALES,"Entre 1,5 y 2,5 SMMLV",8,10.67
ESPECIALIZACION EN AUTOMATIZACION DE EQUIPOS Y PROCESOS INDUSTRIALES,Más de 9 SMMLV,4,5.33
ESPECIALIZACION EN AUTOMATIZACION DE EQUIPOS Y PROCESOS INDUSTRIALES,1 SMMLV,2,2.67
ESPECIALIZACION EN AUTOMATIZACION DE PROCESOS INDUSTRIALES,Entre 6 y 9 SMMLV,78,29.66
ESPECIALIZACION EN AUTOMATIZACION DE PROCESOS INDUSTRIALES,Más de 9 SMMLV,76,28.9
ESPECIALIZACION EN AUTOMATIZACION DE PROCESOS INDUSTRIALES,Entre 4 y 6 SMMLV,44,16.73
ESPECIALIZACION EN AUTOMATIZACION DE PROCESOS INDUSTRIALES,"Entre 2,5 y 4 SMMLV",30,11.41
ESPECIALIZACION EN AUTOMATIZACION DE PROCESOS INDUSTRIALES,"Entre 1 y 1,5 SMMLV",16,6.08
ESPECIALIZACION EN AUTOMATIZACION DE PROCESOS INDUSTRIALES,"Entre 1,5 y 2,5 SMMLV",14,5.32
ESPECIALIZACION EN AUTOMATIZACION DE PROCESOS INDUSTRIALES,1 SMMLV,5,1.9
ESPECIALIZACION EN AUTOMATIZACION INDUSTRIAL,"Entre 2,5 y 4 SMMLV",133,26.55
ESPECIALIZACION EN AUTOMATIZACION INDUSTRIAL,Entre 4 y 6 SMMLV,101,20.16
ESPECIALIZACION EN AUTOMATIZACION INDUSTRIAL,"Entre 1,5 y 2,5 SMMLV",94,18.76
ESPECIALIZACION EN AUTOMATIZACION INDUSTRIAL,Entre 6 y 9 SMMLV,83,16.57
ESPECIALIZACION EN AUTOMATIZACION INDUSTRIAL,Más de 9 SMMLV,43,8.58
ESPECIALIZACION EN AUTOMATIZACION INDUSTRIAL,"Entre 1 y 1,5 SMMLV",37,7.39
ESPECIALIZACION EN AUTOMATIZACION INDUSTRIAL,1 SMMLV,10,2.0
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL DE PROCESOS INDUSTRIALES,Entre 4 y 6 SMMLV,20,23.81
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL DE PROCESOS INDUSTRIALES,Más de 9 SMMLV,18,21.43
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL DE PROCESOS INDUSTRIALES,Entre 6 y 9 SMMLV,16,19.05
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL DE PROCESOS INDUSTRIALES,"Entre 1 y 1,5 SMMLV",11,13.1
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL DE PROCESOS INDUSTRIALES,"Entre 2,5 y 4 SMMLV",8,9.52
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL DE PROCESOS INDUSTRIALES,"Entre 1,5 y 2,5 SMMLV",7,8.33
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL DE PROCESOS INDUSTRIALES,1 SMMLV,4,4.76
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Entre 4 y 6 SMMLV,8,42.11
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL INDUSTRIAL,"Entre 1,5 y 2,5 SMMLV",4,21.05
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL INDUSTRIAL,"Entre 2,5 y 4 SMMLV",3,15.79
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Entre 6 y 9 SMMLV,2,10.53
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL INDUSTRIAL,1 SMMLV,1,5.26
ESPECIALIZACION EN AUTOMATIZACION Y CONTROL INDUSTRIAL,"Entre 1 y 1,5 SMMLV",1,5.26
ESPECIALIZACION EN AVALUOS,Entre 4 y 6 SMMLV,72,27.17
ESPECIALIZACION EN AVALUOS,"Entre 2,5 y 4 SMMLV",62,23.4
ESPECIALIZACION EN AVALUOS,Entre 6 y 9 SMMLV,59,22.26
ESPECIALIZACION EN AVALUOS,"Entre 1 y 1,5 SMMLV",27,10.19
ESPECIALIZACION EN AVALUOS,Más de 9 SMMLV,20,7.55
ESPECIALIZACION EN AVALUOS,"Entre 1,5 y 2,5 SMMLV",16,6.04
ESPECIALIZACION EN AVALUOS,1 SMMLV,9,3.4
ESPECIALIZACION EN AVICULTURA,Más de 9 SMMLV,14,36.84
ESPECIALIZACION EN AVICULTURA,Entre 4 y 6 SMMLV,10,26.32
ESPECIALIZACION EN AVICULTURA,"Entre 2,5 y 4 SMMLV",5,13.16
ESPECIALIZACION EN AVICULTURA,Entre 6 y 9 SMMLV,5,13.16
ESPECIALIZACION EN AVICULTURA,"Entre 1 y 1,5 SMMLV",2,5.26
ESPECIALIZACION EN AVICULTURA,1 SMMLV,1,2.63
ESPECIALIZACION EN AVICULTURA,"Entre 1,5 y 2,5 SMMLV",1,2.63
ESPECIALIZACION EN BANCA,Más de 9 SMMLV,2,100.0
ESPECIALIZACION EN BASES DE DATOS,Entre 4 y 6 SMMLV,95,25.96
ESPECIALIZACION EN BASES DE DATOS,"Entre 2,5 y 4 SMMLV",92,25.14
ESPECIALIZACION EN BASES DE DATOS,Entre 6 y 9 SMMLV,88,24.04
ESPECIALIZACION EN BASES DE DATOS,Más de 9 SMMLV,45,12.3
ESPECIALIZACION EN BASES DE DATOS,"Entre 1,5 y 2,5 SMMLV",26,7.1
ESPECIALIZACION EN BASES DE DATOS,"Entre 1 y 1,5 SMMLV",13,3.55
ESPECIALIZACION EN BASES DE DATOS,1 SMMLV,7,1.91
ESPECIALIZACION EN BIENESTAR ANIMAL Y ETOLOGIA,"Entre 2,5 y 4 SMMLV",8,30.77
ESPECIALIZACION EN BIENESTAR ANIMAL Y ETOLOGIA,"Entre 1,5 y 2,5 SMMLV",7,26.92
ESPECIALIZACION EN BIENESTAR ANIMAL Y ETOLOGIA,"Entre 1 y 1,5 SMMLV",5,19.23
ESPECIALIZACION EN BIENESTAR ANIMAL Y ETOLOGIA,Entre 4 y 6 SMMLV,3,11.54
ESPECIALIZACION EN BIENESTAR ANIMAL Y ETOLOGIA,Más de 9 SMMLV,2,7.69
ESPECIALIZACION EN BIENESTAR ANIMAL Y ETOLOGIA,Entre 6 y 9 SMMLV,1,3.85
ESPECIALIZACION EN BIG DATA,"Entre 2,5 y 4 SMMLV",24,40.0
ESPECIALIZACION EN BIG DATA,Entre 4 y 6 SMMLV,20,33.33
ESPECIALIZACION EN BIG DATA,Entre 6 y 9 SMMLV,7,11.67
ESPECIALIZACION EN BIG DATA,"Entre 1,5 y 2,5 SMMLV",6,10.0
ESPECIALIZACION EN BIG DATA,Más de 9 SMMLV,2,3.33
ESPECIALIZACION EN BIG DATA,"Entre 1 y 1,5 SMMLV",1,1.67
ESPECIALIZACION EN BIG DATA E INTELIGENCIA DE NEGOCIOS,Entre 4 y 6 SMMLV,63,32.64
ESPECIALIZACION EN BIG DATA E INTELIGENCIA DE NEGOCIOS,"Entre 2,5 y 4 SMMLV",51,26.42
ESPECIALIZACION EN BIG DATA E INTELIGENCIA DE NEGOCIOS,Entre 6 y 9 SMMLV,42,21.76
ESPECIALIZACION EN BIG DATA E INTELIGENCIA DE NEGOCIOS,Más de 9 SMMLV,24,12.44
ESPECIALIZACION EN BIG DATA E INTELIGENCIA DE NEGOCIOS,"Entre 1,5 y 2,5 SMMLV",10,5.18
ESPECIALIZACION EN BIG DATA E INTELIGENCIA DE NEGOCIOS,"Entre 1 y 1,5 SMMLV",3,1.55
ESPECIALIZACION EN BIOETICA,Entre 4 y 6 SMMLV,29,26.61
ESPECIALIZACION EN BIOETICA,Más de 9 SMMLV,25,22.94
ESPECIALIZACION EN BIOETICA,"Entre 2,5 y 4 SMMLV",16,14.68
ESPECIALIZACION EN BIOETICA,Entre 6 y 9 SMMLV,16,14.68
ESPECIALIZACION EN BIOETICA,"Entre 1,5 y 2,5 SMMLV",13,11.93
ESPECIALIZACION EN BIOETICA,"Entre 1 y 1,5 SMMLV",8,7.34
ESPECIALIZACION EN BIOETICA,1 SMMLV,2,1.83
ESPECIALIZACION EN BIOINGENIERIA,Entre 4 y 6 SMMLV,23,26.74
ESPECIALIZACION EN BIOINGENIERIA,"Entre 2,5 y 4 SMMLV",22,25.58
ESPECIALIZACION EN BIOINGENIERIA,"Entre 1 y 1,5 SMMLV",13,15.12
ESPECIALIZACION EN BIOINGENIERIA,"Entre 1,5 y 2,5 SMMLV",10,11.63
ESPECIALIZACION EN BIOINGENIERIA,Entre 6 y 9 SMMLV,9,10.47
